Year,Month,Stn_Name,Prov,Tm,S,P
2017,9,VERNON SILVER STAR LODGE,BC,13.8,0.0,0.0
2017,9,MIDWAY,BC,14.3,0.0,6.8
2017,9,BILLINGS,BC,16.3,0.0,13.8
2017,9,CASTLEGAR A,BC,16.5,0.0,10.6
2017,9,CASTLEGAR BCHPA DAM,BC,16.7,0.0,7.8
2017,9,DUNCAN LAKE DAM,BC,13.4,0.0,19.2
2017,9,KASLO,BC,15.5,0.0,6.6
2017,9,NELSON NE,BC,16.0,0.0,7.4
2017,9,NEW DENVER,BC,15.7,0.0,16.2
2017,9,NELSON RIXEN CREEK,BC,16.7,0.0,8.7
2017,9,CRANBROOK A,BC,13.7,0.2,7.4
2017,9,FERNIE,BC,13.4,0.0,30.0
2017,9,KIMBERLEY PCC,BC,13.3,0.0,3.6
2017,9,KOOTENAY NP WEST GATE,BC,12.8,0.0,6.6
2017,9,SPARWOOD,BC,11.8,0.0,9.0
2017,9,WASA,BC,14.1,0.0,22.8
2017,9,BLUE RIVER A,BC,12.0,0.0,57.0
2017,9,CRISS CREEK,BC,10.4,0.0,21.8
2017,9,DARFIELD,BC,14.6,0.0,21.0
2017,9,KAMLOOPS A,BC,17.2,0.0,6.0
2017,9,100 MILE HOUSE 6NE,BC,11.6,0.0,34.2
2017,9,RED LAKE,BC,12.6,0.0,22.4
2017,9,SILVER CREEK,BC,14.8,0.0,8.7
2017,9,VAVENBY,BC,13.2,0.0,44.2
2017,9,KAMLOOPS PRATT ROAD,BC,15.6,0.0,8.4
2017,9,GOLDEN A,BC,13.0,0.0,18.8
2017,9,GOLDSTREAM RIVER,BC,12.9,0.0,64.0
2017,9,MICA DAM,BC,11.4,0.0,49.2
2017,9,YOHO NP OHARA LAKE,BC,7.6,16.4,64.9
2017,9,CHETWYND A,BC,11.9,0.0,87.0
2017,9,FORT ST. JOHN A,BC,12.2,0.0,53.8
2017,9,FORT NELSON A,BC,11.4,0.0,15.2
2017,9,FORT NELSON UA,BC,13.4,0.0,3.4
2017,9,TETSA RIVER,BC,11.2,0.0,3.0
2017,9,ATLIN,BC,9.5,0.0,32.6
2017,9,PLEASANT CAMP,BC,9.2,0.0,153.4
2017,9,MAYO A,YT,8.7,0.0,47.8
2017,9,FORT SIMPSON A,NT,11.2,0.0,34.4
2017,9,FORT SMITH A,NT,11.0,0.0,38.2
2017,9,HAY RIVER A,NT,11.0,0.0,20.4
2017,9,NORMAN WELLS A,NT,8.3,0.0,28.0
2017,9,YELLOWKNIFE A,NT,10.3,0.0,11.2
2017,9,YELLOWKNIFE-HENDERSON,NT,12.7,0.0,11.6
2017,9,BAKER LAKE A,NU,5.2,0.0,11.6
2017,9,KUGLUKTUK A,NU,5.5,2.6,22.3
2017,9,CORAL HARBOUR A,NU,2.0,7.6,60.8
2017,9,RANKIN INLET A,NU,5.0,0.0,18.8
2017,9,CAMBRIDGE BAY A,NU,0.9,5.1,19.0
2017,9,EUREKA A,NU,-9.6,20.5,10.3
2017,9,RESOLUTE BAY A,NU,-5.0,17.2,20.0
2017,9,TALOYOAK A,NU,0.3,0.8,3.4
2017,9,EDMONTON INTL A,AB,11.0,8.4,65.7
2017,9,EDMONTON STONY PLAIN,AB,12.3,11.2,77.6
2017,9,FABYAN,AB,10.6,0.0,38.4
2017,9,FORESTBURG PLANT SITE,AB,12.7,0.0,38.8
2017,9,FORT SASKATCHEWAN,AB,12.2,0.0,30.0
2017,9,LLOYDMINSTER A,AB,11.7,0.0,19.4
2017,9,UNIVERSITY OF ALBERTA METABOLIC CENTRE,AB,13.2,0.0,53.6
2017,9,CRAIGMYLE,AB,11.9,0.0,29.8
2017,9,CALGARY INTL A,AB,12.6,0.0,20.3
2017,9,QUEENSTOWN,AB,11.5,0.0,10.6
2017,9,TABER,AB,13.6,0.0,8.1
2017,9,OKOTOKS,AB,12.8,0.0,47.8
2017,9,PICTURE BUTTE WEST,AB,12.9,0.0,21.0
2017,9,KANANASKIS,AB,11.1,14.6,64.8
2017,9,BRULE BLACK CAT,AB,11.4,0.0,83.4
2017,9,ENTWISTLE,AB,9.7,0.0,118.4
2017,9,GRANDE PRAIRIE A,AB,11.1,0.0,91.4
2017,9,HIGH LEVEL A,AB,11.1,0.0,7.6
2017,9,PEACE RIVER A,AB,11.0,0.0,20.0
2017,9,SIMONETTE,AB,10.9,0.0,92.8
2017,9,COLD LAKE A,AB,12.3,0.0,16.6
2017,9,BUFFALO POUND LAKE,SK,13.7,0.0,17.4
2017,9,ESTEVAN A,SK,13.3,0.0,38.4
2017,9,KELLIHER,SK,13.3,0.0,14.8
2017,9,KIPLING,SK,13.0,0.0,22.2
2017,9,LANGENBURG,SK,12.8,0.0,34.4
2017,9,LEROY,SK,12.8,0.0,25.0
2017,9,LIPTON 2,SK,13.6,0.0,15.8
2017,9,MUENSTER,SK,11.7,0.0,24.2
2017,9,OXBOW,SK,12.7,0.0,46.5
2017,9,QU'APPELLE 1,SK,13.6,0.0,12.6
2017,9,BEECHY,SK,13.4,0.0,0.0
2017,9,ELBOW 2 NE,SK,13.7,0.0,15.6
2017,9,ROCK POINT,SK,13.8,0.0,1.6
2017,9,STEWART VALLEY,SK,13.0,0.0,0.7
2017,9,CORONACH,SK,13.3,0.0,24.1
2017,9,BICKLEIGH,SK,12.7,0.0,22.6
2017,9,BUTTE ST PIERRE,SK,11.2,0.0,21.4
2017,9,KINDERSLEY A,SK,12.7,0.0,17.0
2017,9,SONNINGDALE,SK,12.2,0.0,15.2
2017,9,PRINCE ALBERT A,SK,11.8,0.0,21.4
2017,9,CIGAR LAKE,SK,8.7,0.0,56.5
2017,9,COLLINS BAY CAMECO,SK,8.6,0.0,83.8
2017,9,KEY LAKE,SK,10.1,0.0,61.4
2017,9,LA RONGE A,SK,11.7,0.0,77.0
2017,9,PELLY 2,SK,17.3,0.0,30.7
2017,9,BALDUR,MB,13.2,0.0,158.2
2017,9,BRANDON A,MB,12.7,0.0,79.2
2017,9,ELKHORN 2 EAST,MB,13.1,0.0,59.6
2017,9,VIRDEN WATER,MB,13.7,0.0,97.6
2017,9,MARQUETTE,MB,14.6,0.0,83.2
2017,9,STONY MOUNTAIN,MB,14.5,0.0,70.3
2017,9,GRAND RAPIDS HYDRO,MB,18.6,0.0,0.0
2017,9,HODGSON 3,MB,12.5,0.0,45.8
2017,9,INDIAN BAY,MB,13.5,0.0,133.0
2017,9,RENNIE,MB,12.7,0.0,147.3
2017,9,COWAN,MB,12.4,0.0,76.0
2017,9,MAFEKING,MB,13.6,0.0,44.8
2017,9,FLIN FLON,MB,13.2,0.0,75.8
2017,9,THE PAS A,MB,12.3,0.0,98.7
2017,9,CROSS LAKE JENPEG,MB,11.3,0.0,25.6
2017,9,GILLAM A,MB,9.7,0.0,48.2
2017,9,ISLAND LAKE A,MB,10.7,0.0,18.4
2017,9,THOMPSON A,MB,9.9,0.0,39.8
2017,9,BARWICK,ON,14.5,0.0,132.6
2017,9,MINE CENTRE SOUTHWEST,ON,13.5,0.0,141.0
2017,9,KENORA A,ON,13.6,0.0,160.7
2017,9,RAWSON LAKE,ON,13.6,0.0,148.5
2017,9,GERALDTON A,ON,11.5,0.0,208.1
2017,9,THUNDER BAY BURWOOD,ON,13.3,0.0,31.4
2017,9,SAULT STE MARIE A,ON,15.4,0.0,37.4
2017,9,MASSEY,ON,15.2,0.0,25.9
2017,9,MONETVILLE 2,ON,15.9,0.0,38.9
2017,9,SUDBURY A,ON,15.3,0.0,51.0
2017,9,BONNER LAKE,ON,12.8,0.0,107.5
2017,9,KAPUSKASING A,ON,12.9,0.0,100.4
2017,9,MOOSONEE UA,ON,11.9,0.0,67.6
2017,9,SANDFIELD,ON,17.0,0.0,287.8
2017,9,APPLETON,ON,17.2,0.0,43.6
2017,9,BROCKVILLE PCC,ON,17.7,0.0,51.2
2017,9,CHALK RIVER AECL,ON,17.4,0.0,9.8
2017,9,CORNWALL,ON,18.9,0.0,23.4
2017,9,DRUMMOND CENTRE,ON,16.9,0.0,28.4
2017,9,HARTINGTON IHD,ON,17.5,0.0,35.2
2017,9,LYNDHURST SHAWMERE,ON,17.8,0.0,39.0
2017,9,OMPAH-SEITZ,ON,16.9,0.0,54.8
2017,9,OTTAWA CDA,ON,17.9,0.0,51.6
2017,9,OTTAWA INTL A,ON,17.4,0.0,50.8
2017,9,ST. ALBERT,ON,17.6,0.0,58.0
2017,9,PETAWAWA HOFFMAN,ON,16.9,0.0,48.6
2017,9,BALDWIN,ON,16.8,0.0,59.4
2017,9,BARRIE LANDFILL,ON,19.0,0.0,55.9
2017,9,COLDWATER WARMINSTER,ON,17.4,0.0,68.6
2017,9,MARKDALE,ON,14.5,0.0,118.4
2017,9,ORILLIA BRAIN,ON,17.8,0.0,54.4
2017,9,SHANTY BAY,ON,17.2,0.0,56.8
2017,9,UDORA,ON,17.0,0.0,56.4
2017,9,WIARTON A,ON,16.1,0.0,54.4
2017,9,KINCARDINE,ON,18.4,0.0,71.0
2017,9,AMHERSTBURG,ON,19.4,0.0,56.4
2017,9,CHATHAM WPCP,ON,23.3,0.0,0.0
2017,9,FORT ERIE,ON,17.7,0.0,65.2
2017,9,GRIMSBY MOUNTAIN,ON,18.7,0.0,28.2
2017,9,KINGSVILLE MOE,ON,19.1,0.0,23.8
2017,9,NEW GLASGOW,ON,17.6,0.0,30.0
2017,9,PORT COLBORNE,ON,18.7,0.0,23.8
2017,9,ST THOMAS WPCP,ON,17.2,0.0,29.2
2017,9,WINDSOR RIVERSIDE,ON,19.8,0.0,30.4
2017,9,WINDSOR A,ON,18.3,0.0,35.4
2017,9,FERGUS SHAND DAM,ON,17.2,0.0,54.0
2017,9,FERGUS MOE,ON,16.6,0.0,60.4
2017,9,ROSEVILLE,ON,16.8,0.0,23.2
2017,9,STRATHROY-MULLIFARRY,ON,17.8,0.0,42.6
2017,9,WOODSTOCK,ON,17.4,0.0,17.4
2017,9,BELLEVILLE,ON,18.9,0.0,46.6
2017,9,CENTREVILLE,ON,17.9,0.0,49.0
2017,9,COBOURG STP,ON,18.3,0.0,1.2
2017,9,GEORGETOWN WWTP,ON,16.8,0.0,7.6
2017,9,HAMILTON A,ON,17.3,0.0,18.4
2017,9,OAKVILLE TWN,ON,19.1,0.0,24.6
2017,9,OSHAWA WPCP,ON,16.2,0.0,34.0
2017,9,TORONTO BUTTONVILLE A,ON,18.0,0.0,30.0
2017,9,TORONTO INTL A,ON,18.7,0.0,29.8
2017,9,TRENTON A,ON,17.4,0.0,54.1
2017,9,MOUNTAINVIEW,ON,19.1,0.0,46.4
2017,9,TORONTO NORTH YORK,ON,18.4,0.0,34.2
2017,9,COE HILL,ON,16.0,0.0,55.0
2017,9,HALIBURTON 3,ON,15.5,0.0,66.6
2017,9,MONTREAL INTL A,QC,18.4,0.0,53.8
2017,9,LOURDES DE BLANC SABLON A,QC,9.0,0.0,141.6
2017,9,GASPE A,QC,12.7,0.0,72.6
2017,9,MONT JOLI A,QC,13.5,0.0,62.4
2017,9,BAGOTVILLE A,QC,14.5,0.0,83.8
2017,9,ROBERVAL A,QC,14.1,0.0,52.2
2017,9,LA GRANDE RIVIERE A,QC,9.3,0.0,76.4
2017,9,KUUJJUAQ A,QC,6.6,1.0,65.6
2017,9,AROOSTOOK,NB,16.0,0.0,120.4
2017,9,BATHURST A,NB,14.2,0.0,73.4
2017,9,JUNIPER,NB,15.3,0.0,105.5
2017,9,MACTAQUAC PROV PARK,NB,14.0,0.0,3.0
2017,9,MONCTON INTL A,NB,15.8,0.0,93.5
2017,9,OAK POINT,NB,16.6,0.0,89.5
2017,9,SAINT JOHN A,NB,15.5,0.0,121.0
2017,9,WOODSTOCK,NB,16.4,0.0,57.2
2017,9,GREENWOOD A,NS,17.6,0.0,71.0
2017,9,HALIFAX INTL A,NS,16.6,0.0,142.1
2017,9,LAKE MAJOR,NS,17.1,0.0,128.7
2017,9,LYONS BROOK,NS,16.8,0.0,144.4
2017,9,POCKWOCK LAKE,NS,17.0,0.0,122.7
2017,9,ST MARGARET'S BAY,NS,17.3,0.0,148.3
2017,9,SYDNEY A,NS,15.4,0.0,145.3
2017,9,TATAMAGOUCHE,NS,16.0,0.0,104.4
2017,9,WATERVILLE CAMBRIDGE,NS,17.9,0.0,91.7
2017,9,YARMOUTH A,NS,16.4,0.0,54.9
2017,9,CHARLOTTETOWN A,PE,15.4,0.0,73.9
2017,9,NEW GLASGOW,PE,15.6,0.0,73.4
2017,9,BAY D'ESPOIR GEN STN,NL,13.1,0.0,80.4
2017,9,BURNT POND,NL,11.3,0.0,64.5
2017,9,CORNER BROOK,NL,13.5,0.0,133.0
2017,9,COW HEAD,NL,11.5,0.0,124.2
2017,9,DEER LAKE,NL,12.8,0.0,130.7
2017,9,DEER LAKE A,NL,11.2,0.0,155.2
2017,9,GANDER INTL A,NL,12.2,0.0,136.4
2017,9,HARBOUR BRETON,NL,13.3,0.0,77.0
2017,9,LETHBRIDGE,NL,13.0,0.0,89.0
2017,9,MIDDLE ARM,NL,10.7,0.0,128.2
2017,9,ST. JOHN'S INTL A,NL,13.1,0.0,264.8
2017,9,SOPS ARM WHITE BAY,NL,12.5,0.0,95.9
2017,9,STEPHENVILLE A,NL,13.2,0.0,170.8
2017,9,CARTWRIGHT A,NL,9.1,0.0,75.8
2017,9,GOOSE A,NL,10.0,0.2,122.6
