CSD Code / Code de la SDR 2016,CSD Name / Nom de la SDR 2016,Census Population / Population de recensement 2016,Income / Revenu 2016,Education / Scolarité 2016,Housing / Logement 2016,Labour Force Activity / Activité sur le marché du travail 2016,CWB / IBC 2016,Community Type / Type de communauté 2016
1008066,Beachside,132,,,,,74,Non-Indigenous Community / Communauté non-Autochtone
1008067,"Division No.  8, Subd. O",309,73,34,95,57,65,Non-Indigenous Community / Communauté non-Autochtone
1008069,King's Point,659,75,49,98,66,72,Non-Indigenous Community / Communauté non-Autochtone
1008070,Nippers Harbour,85,,,,,69,Non-Indigenous Community / Communauté non-Autochtone
1008071,Burlington,314,64,47,99,79,72,Non-Indigenous Community / Communauté non-Autochtone
1008072,Middle Arm,474,68,35,95,62,65,Non-Indigenous Community / Communauté non-Autochtone
1008073,Tilt Cove,5,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1008074,"Division No.  8, Subd. A",317,,,,,60,Non-Indigenous Community / Communauté non-Autochtone
1008075,Fleur de Lys,244,,,,,64,Non-Indigenous Community / Communauté non-Autochtone
1008076,LaScie,872,73,50,98,66,72,Non-Indigenous Community / Communauté non-Autochtone
1008077,Brent's Cove,157,,,,,61,Non-Indigenous Community / Communauté non-Autochtone
1008078,Pacquet,164,,,,,69,Non-Indigenous Community / Communauté non-Autochtone
1008079,Baie Verte,1313,77,57,96,78,77,Non-Indigenous Community / Communauté non-Autochtone
1008091,Seal Cove (White Bay),303,75,47,96,78,74,Non-Indigenous Community / Communauté non-Autochtone
1008092,Coachman's Cove,105,,,,,56,Non-Indigenous Community / Communauté non-Autochtone
1008093,Westport,195,,,,,62,Non-Indigenous Community / Communauté non-Autochtone
1008095,Ming's Bight,319,75,33,90,74,68,Non-Indigenous Community / Communauté non-Autochtone
1008096,Woodstock,190,,,,,66,Non-Indigenous Community / Communauté non-Autochtone
1008098,Miles Cove,104,,,,,62,Non-Indigenous Community / Communauté non-Autochtone
1008099,Fogo Island,2244,74,43,94,74,71,Non-Indigenous Community / Communauté non-Autochtone
1009001,"Division No.  9, Subd. F",71,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1009004,Englee,527,66,28,95,65,64,Non-Indigenous Community / Communauté non-Autochtone
1009007,Roddickton-Bide Arm,999,71,40,91,72,69,Non-Indigenous Community / Communauté non-Autochtone
1009008,Conche,170,,,,,70,Non-Indigenous Community / Communauté non-Autochtone
1009009,"Division No.  9, Subd. A",121,,,,,64,Non-Indigenous Community / Communauté non-Autochtone
1009010,Trout River,552,61,23,91,57,58,Non-Indigenous Community / Communauté non-Autochtone
1009011,"Woody Point, Bonne Bay",282,69,53,98,55,69,Non-Indigenous Community / Communauté non-Autochtone
1009012,Norris Point,670,75,51,94,74,73,Non-Indigenous Community / Communauté non-Autochtone
1009013,Rocky Harbour,947,73,56,96,71,74,Non-Indigenous Community / Communauté non-Autochtone
1009015,Daniel's Harbour,253,77,58,95,78,77,Non-Indigenous Community / Communauté non-Autochtone
1009016,Cow Head,428,75,52,95,76,75,Non-Indigenous Community / Communauté non-Autochtone
1009017,Parson's Pond,345,71,37,94,66,67,Non-Indigenous Community / Communauté non-Autochtone
1009018,Hawke's Bay,315,72,33,91,77,68,Non-Indigenous Community / Communauté non-Autochtone
1009019,Port Saunders,674,79,44,98,76,74,Non-Indigenous Community / Communauté non-Autochtone
1009020,St. Pauls,238,,,,,73,Non-Indigenous Community / Communauté non-Autochtone
1009021,"Division No.  9, Subd. C",2529,75,44,95,65,69,Non-Indigenous Community / Communauté non-Autochtone
1009022,Port au Choix,789,78,46,94,69,72,Non-Indigenous Community / Communauté non-Autochtone
1009023,Anchor Point,314,90,49,99,61,75,Non-Indigenous Community / Communauté non-Autochtone
1009024,Flower's Cove,270,73,47,98,74,73,Non-Indigenous Community / Communauté non-Autochtone
1009026,Bird Cove,179,,,,,68,Non-Indigenous Community / Communauté non-Autochtone
1009028,Main Brook,243,,,,,68,Non-Indigenous Community / Communauté non-Autochtone
1009029,St. Anthony,2258,80,58,96,81,79,Non-Indigenous Community / Communauté non-Autochtone
1009030,Glenburnie-Birchy Head-Shoal Brook,224,,,,,72,Non-Indigenous Community / Communauté non-Autochtone
1009031,"Division No.  9, Subd. D",643,71,32,97,63,66,Non-Indigenous Community / Communauté non-Autochtone
1009032,St. Lunaire-Griquet,604,72,46,97,75,72,Non-Indigenous Community / Communauté non-Autochtone
1009034,Cook's Harbour,123,,,,,73,Non-Indigenous Community / Communauté non-Autochtone
1009035,Raleigh,177,,,,,72,Non-Indigenous Community / Communauté non-Autochtone
1009037,Sally's Cove,20,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1009039,Goose Cove East,174,,,,,74,Non-Indigenous Community / Communauté non-Autochtone
1009041,"Division No.  9, Subd. H",159,,,,,63,Non-Indigenous Community / Communauté non-Autochtone
1009042,Bellburns,53,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1009047,"Division No.  9, Subd. G",41,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1009048,River of Ponds,215,,,,,66,Non-Indigenous Community / Communauté non-Autochtone
1010001,"Division No. 10, Subd. A",61,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1010002,L'Anse au Loup,558,84,51,96,78,77,Non-Indigenous Community / Communauté non-Autochtone
1010003,Red Bay,169,,,,,67,Non-Indigenous Community / Communauté non-Autochtone
1010004,L'Anse-au-Clair,216,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
1010005,Forteau,409,81,37,98,77,73,Non-Indigenous Community / Communauté non-Autochtone
1010006,West St. Modeste,111,,,,,76,Non-Indigenous Community / Communauté non-Autochtone
1010007,Pinware,88,,,,,66,Non-Indigenous Community / Communauté non-Autochtone
1010008,"Division No. 10, Subd. B",369,72,34,92,58,64,Non-Indigenous Community / Communauté non-Autochtone
1010009,Port Hope Simpson,412,76,43,92,65,69,Non-Indigenous Community / Communauté non-Autochtone
1010010,St. Lewis,194,,,,,69,Non-Indigenous Community / Communauté non-Autochtone
1010011,Mary's Harbour,341,81,44,96,66,72,Non-Indigenous Community / Communauté non-Autochtone
1010012,"Cartwright, Labrador",427,75,42,81,65,66,Non-Indigenous Community / Communauté non-Autochtone
1010013,Charlottetown (Labrador),290,80,47,97,55,70,Non-Indigenous Community / Communauté non-Autochtone
1010020,"Division No. 10, Subd. C",548,65,21,65,63,54,Non-Indigenous Community / Communauté non-Autochtone
1010022,North West River,547,83,61,96,83,81,Non-Indigenous Community / Communauté non-Autochtone
1010025,Happy Valley-Goose Bay,8109,86,61,96,88,83,Non-Indigenous Community / Communauté non-Autochtone
1010029,"Division No. 10, Subd. D",705,93,66,99,92,87,Non-Indigenous Community / Communauté non-Autochtone
1010032,Labrador City,7220,90,64,98,87,84,Non-Indigenous Community / Communauté non-Autochtone
1010034,Wabush,1906,88,66,98,86,84,Non-Indigenous Community / Communauté non-Autochtone
1010042,"Division No. 10, Subd. E",,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1010801,Natuashish  2,936,62,29,53,75,55,First Nations Community / Communauté des Premières Nations
1010802,Sheshatshiu 3,1023,64,27,61,72,56,First Nations Community / Communauté des Premières Nations
1011005,"Division No. 11, Subd. C",,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1011010,Rigolet,305,70,48,79,69,66,Inuit Community / Communauté inuite
1011015,Postville,177,,,,,71,Inuit Community / Communauté inuite
1011020,Makkovik,377,75,50,90,73,72,Inuit Community / Communauté inuite
1011030,Hopedale,574,68,42,69,71,62,Inuit Community / Communauté inuite
1011035,Nain,1125,68,39,75,69,63,Inuit Community / Communauté inuite
1011040,"Division No. 11, Subd. E",,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1101001,Lot 64,933,77,55,96,85,78,Non-Indigenous Community / Communauté non-Autochtone
1101002,Murray Harbour,258,77,64,91,87,80,Non-Indigenous Community / Communauté non-Autochtone
1101004,Murray River,304,74,58,93,86,78,Non-Indigenous Community / Communauté non-Autochtone
1101006,Lot 63,815,71,54,92,83,75,Non-Indigenous Community / Communauté non-Autochtone
1101008,Lot 61,745,70,54,97,83,76,Non-Indigenous Community / Communauté non-Autochtone
1101009,Lot 59,1186,72,59,91,87,77,Non-Indigenous Community / Communauté non-Autochtone
1101011,Lot 66,206,,,,,75,Non-Indigenous Community / Communauté non-Autochtone
1101014,Lot 51,791,74,65,90,84,78,Non-Indigenous Community / Communauté non-Autochtone
1101016,Lot 52,740,71,61,89,88,77,Non-Indigenous Community / Communauté non-Autochtone
1101018,Montague,1961,66,53,97,78,74,Non-Indigenous Community / Communauté non-Autochtone
1101019,Lot 53,489,76,63,97,80,79,Non-Indigenous Community / Communauté non-Autochtone
1101021,Cardigan,269,72,68,98,89,82,Non-Indigenous Community / Communauté non-Autochtone
1101022,"Kings, Royalty",280,71,69,95,88,81,Non-Indigenous Community / Communauté non-Autochtone
1101024,Georgetown,555,66,47,90,84,72,Non-Indigenous Community / Communauté non-Autochtone
1101026,Lot 54,319,74,52,88,88,76,Non-Indigenous Community / Communauté non-Autochtone
1101028,Lot 55,398,71,62,94,83,78,Non-Indigenous Community / Communauté non-Autochtone
1101029,Lot 56,328,71,50,96,89,77,Non-Indigenous Community / Communauté non-Autochtone
1101031,Lot 43,692,75,57,94,87,78,Non-Indigenous Community / Communauté non-Autochtone
1101032,Lot 44,772,75,64,95,89,81,Non-Indigenous Community / Communauté non-Autochtone
1101034,Lot 45,460,72,55,91,91,77,Non-Indigenous Community / Communauté non-Autochtone
1101036,Souris,1053,68,46,93,85,73,Non-Indigenous Community / Communauté non-Autochtone
1101038,Lot 46,347,80,61,99,90,82,Non-Indigenous Community / Communauté non-Autochtone
1101039,Lot 47,474,76,61,100,89,81,Non-Indigenous Community / Communauté non-Autochtone
1101041,Lot 42,249,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
1101042,Lot 41,406,72,59,98,90,80,Non-Indigenous Community / Communauté non-Autochtone
1101044,St. Peters Bay,237,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
1101046,Lot 40,427,73,63,98,81,78,Non-Indigenous Community / Communauté non-Autochtone
1101048,Morell,297,80,75,94,91,85,Non-Indigenous Community / Communauté non-Autochtone
1101049,Lot 39,618,73,67,88,81,77,Non-Indigenous Community / Communauté non-Autochtone
1101050,Morell 2,22,,,,,,First Nations Community / Communauté des Premières Nations
1101051,Lot 38,529,73,65,93,82,78,Non-Indigenous Community / Communauté non-Autochtone
1102001,Lot 62,559,70,58,91,76,74,Non-Indigenous Community / Communauté non-Autochtone
1102004,Lot 60,307,75,64,88,83,78,Non-Indigenous Community / Communauté non-Autochtone
1102006,Lot 58,437,66,62,96,84,77,Non-Indigenous Community / Communauté non-Autochtone
1102008,Lot 57,974,73,59,95,87,78,Non-Indigenous Community / Communauté non-Autochtone
1102009,Lot 50,942,74,61,96,90,80,Non-Indigenous Community / Communauté non-Autochtone
1102012,Lot 49,1096,75,64,94,88,80,Non-Indigenous Community / Communauté non-Autochtone
1102014,Lot 48,2045,75,65,93,88,81,Non-Indigenous Community / Communauté non-Autochtone
1102026,Lot 31,1767,74,62,92,91,80,Non-Indigenous Community / Communauté non-Autochtone
1102028,Lot 65,2347,77,71,96,86,83,Non-Indigenous Community / Communauté non-Autochtone
1102029,Lot 30,849,78,70,93,85,82,Non-Indigenous Community / Communauté non-Autochtone
1102030,Rocky Point 3,51,,,,,,First Nations Community / Communauté des Premières Nations
1102031,Lot 29,920,74,63,93,86,79,Non-Indigenous Community / Communauté non-Autochtone
1102032,Victoria,74,,,,,,Non-Indigenous Community / Communauté non-Autochtone
1102033,Meadowbank,355,75,76,98,92,85,Non-Indigenous Community / Communauté non-Autochtone
1102034,Crapaud,319,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
1102036,Lot 67,826,67,61,95,84,77,Non-Indigenous Community / Communauté non-Autochtone
1102037,Clyde River,653,74,69,94,87,81,Non-Indigenous Community / Communauté non-Autochtone
1102038,Lot 20,849,78,66,98,87,82,Non-Indigenous Community / Communauté non-Autochtone
1102039,Lot 21,856,79,69,92,84,81,Non-Indigenous Community / Communauté non-Autochtone
1102040,Miltonvale Park,1148,73,64,97,92,81,Non-Indigenous Community / Communauté non-Autochtone
1102041,Lot 22,603,79,65,98,90,83,Non-Indigenous Community / Communauté non-Autochtone
1102042,Lot 23,984,72,62,96,86,79,Non-Indigenous Community / Communauté non-Autochtone
1102043,Hunter River,356,70,64,98,85,79,Non-Indigenous Community / Communauté non-Autochtone
1102044,Lot 24,1735,73,66,95,86,80,Non-Indigenous Community / Communauté non-Autochtone
1102045,Resort Mun. Stan.B.-Hope R.-Bayv.-Cavend.-N.Rust.,328,75,64,97,81,79,Non-Indigenous Community / Communauté non-Autochtone
1102046,North Rustico,607,71,50,97,81,75,Non-Indigenous Community / Communauté non-Autochtone
1102048,Brackley,372,78,67,94,93,83,Non-Indigenous Community / Communauté non-Autochtone
1102049,Lot 33,1323,74,59,97,86,79,Non-Indigenous Community / Communauté non-Autochtone
1102050,Union Road,204,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
1102051,Breadalbane,167,,,,,80,Non-Indigenous Community / Communauté non-Autochtone
1102052,Lot 34,2847,78,68,97,87,82,Non-Indigenous Community / Communauté non-Autochtone
1102054,Lot 35,1642,74,66,92,89,80,Non-Indigenous Community / Communauté non-Autochtone
1102056,Lot 36,755,72,70,96,86,81,Non-Indigenous Community / Communauté non-Autochtone
1102057,Scotchfort 4,200,,,,,63,First Nations Community / Communauté des Premières Nations
1102058,Lot 37,583,67,60,95,87,77,Non-Indigenous Community / Communauté non-Autochtone
1102059,Mount Stewart,209,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
1102065,Winsloe South,224,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
1102070,Warren Grove,356,73,67,90,90,80,Non-Indigenous Community / Communauté non-Autochtone
1102075,Charlottetown,36094,75,69,96,85,81,Non-Indigenous Community / Communauté non-Autochtone
1102080,Stratford,9706,80,76,98,89,86,Non-Indigenous Community / Communauté non-Autochtone
1102085,Cornwall,5348,76,71,97,88,83,Non-Indigenous Community / Communauté non-Autochtone
1103001,Lot 28,837,77,63,95,87,81,Non-Indigenous Community / Communauté non-Autochtone
1103005,Borden-Carleton,724,68,57,90,84,75,Non-Indigenous Community / Communauté non-Autochtone
1103006,Lot 27,723,74,61,95,90,80,Non-Indigenous Community / Communauté non-Autochtone
1103008,Kinkora,336,75,64,99,94,83,Non-Indigenous Community / Communauté non-Autochtone
1103009,Lot 26,999,73,64,94,85,79,Non-Indigenous Community / Communauté non-Autochtone
1103011,Lot 25,1157,73,60,95,88,79,Non-Indigenous Community / Communauté non-Autochtone
1103012,Lot 19,1803,74,59,96,86,79,Non-Indigenous Community / Communauté non-Autochtone
1103014,Kensington,1619,73,61,96,87,79,Non-Indigenous Community / Communauté non-Autochtone
1103015,Bedeque and Area,302,,,,,73,Non-Indigenous Community / Communauté non-Autochtone
1103016,Lot 18,1062,78,61,95,85,80,Non-Indigenous Community / Communauté non-Autochtone
1103018,Sherbrooke,159,,,,,80,Non-Indigenous Community / Communauté non-Autochtone
1103019,Lot 17,575,73,58,97,86,78,Non-Indigenous Community / Communauté non-Autochtone
1103023,Linkletter,310,72,57,98,88,79,Non-Indigenous Community / Communauté non-Autochtone
1103024,Miscouche,873,72,55,97,91,79,Non-Indigenous Community / Communauté non-Autochtone
1103025,Summerside,14829,72,59,96,85,78,Non-Indigenous Community / Communauté non-Autochtone
1103026,Lot 15,1113,72,50,97,87,76,Non-Indigenous Community / Communauté non-Autochtone
1103027,Abrams Village,272,73,54,93,87,77,Non-Indigenous Community / Communauté non-Autochtone
1103028,Lot 16,708,69,64,95,89,79,Non-Indigenous Community / Communauté non-Autochtone
1103029,Wellington,415,70,57,95,87,77,Non-Indigenous Community / Communauté non-Autochtone
1103031,Lot 14,755,73,56,94,82,76,Non-Indigenous Community / Communauté non-Autochtone
1103032,Lot 13,712,74,59,98,86,79,Non-Indigenous Community / Communauté non-Autochtone
1103033,Tyne Valley,249,,,,,75,Non-Indigenous Community / Communauté non-Autochtone
1103034,Lot 12,807,69,46,99,86,75,Non-Indigenous Community / Communauté non-Autochtone
1103035,Lennox Island 1,323,64,44,87,65,65,First Nations Community / Communauté des Premières Nations
1103036,Lot 11,495,68,50,92,78,72,Non-Indigenous Community / Communauté non-Autochtone
1103038,Lot 10,263,73,45,99,83,75,Non-Indigenous Community / Communauté non-Autochtone
1103041,Lot  6,815,70,53,96,84,76,Non-Indigenous Community / Communauté non-Autochtone
1103042,O'Leary,815,62,53,94,80,72,Non-Indigenous Community / Communauté non-Autochtone
1103044,Lot  9,288,70,51,95,88,76,Non-Indigenous Community / Communauté non-Autochtone
1103046,Lot  8,556,67,50,95,79,73,Non-Indigenous Community / Communauté non-Autochtone
1103048,Lot  7,459,73,50,97,84,76,Non-Indigenous Community / Communauté non-Autochtone
1103049,Lot  5,1285,77,53,98,89,79,Non-Indigenous Community / Communauté non-Autochtone
1103051,Lot  4,1113,70,52,97,82,75,Non-Indigenous Community / Communauté non-Autochtone
