CSD Code / Code de la SDR 2016,CSD Name / Nom de la SDR 2016,Census Population / Population de recensement 2016,Income / Revenu 2016,Education / Scolarité 2016,Housing / Logement 2016,Labour Force Activity / Activité sur le marché du travail 2016,CWB / IBC 2016,Community Type / Type de communauté 2016
2442075,Melbourne,1063,75,58,96,87,79,Non-Indigenous Community / Communauté non-Autochtone
2442078,Ulverton,418,76,64,95,92,81,Non-Indigenous Community / Communauté non-Autochtone
2442088,Windsor,5419,71,52,96,87,76,Non-Indigenous Community / Communauté non-Autochtone
2442095,Val-Joli,1619,74,55,97,84,78,Non-Indigenous Community / Communauté non-Autochtone
2442098,Richmond,3232,70,51,96,87,76,Non-Indigenous Community / Communauté non-Autochtone
2442100,Saint-Claude,1185,72,53,95,86,76,Non-Indigenous Community / Communauté non-Autochtone
2442110,Cleveland,1541,75,53,95,87,77,Non-Indigenous Community / Communauté non-Autochtone
2443027,Sherbrooke,161323,74,65,97,86,80,Non-Indigenous Community / Communauté non-Autochtone
2444003,Saint-Malo,475,73,53,90,91,77,Non-Indigenous Community / Communauté non-Autochtone
2444005,Saint-Venant-de-Paquette,97,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
2444010,East Hereford,269,63,41,96,96,74,Non-Indigenous Community / Communauté non-Autochtone
2444015,Saint-Herménégilde,670,69,48,96,88,75,Non-Indigenous Community / Communauté non-Autochtone
2444023,Dixville,696,68,52,95,91,76,Non-Indigenous Community / Communauté non-Autochtone
2444037,Coaticook,8698,71,50,97,90,77,Non-Indigenous Community / Communauté non-Autochtone
2444045,Barnston-Ouest,816,77,62,91,93,81,Non-Indigenous Community / Communauté non-Autochtone
2444050,Stanstead-Est,584,67,51,91,87,74,Non-Indigenous Community / Communauté non-Autochtone
2444055,Sainte-Edwidge-de-Clifton,504,64,50,92,93,75,Non-Indigenous Community / Communauté non-Autochtone
2444060,Martinville,436,67,59,95,89,77,Non-Indigenous Community / Communauté non-Autochtone
2444071,Compton,3131,71,57,95,92,79,Non-Indigenous Community / Communauté non-Autochtone
2444080,Waterville,2121,69,58,95,89,78,Non-Indigenous Community / Communauté non-Autochtone
2445008,Stanstead,2788,65,48,93,85,73,Non-Indigenous Community / Communauté non-Autochtone
2445020,Ogden,741,78,56,99,82,78,Non-Indigenous Community / Communauté non-Autochtone
2445025,Stanstead,1036,85,65,97,83,82,Non-Indigenous Community / Communauté non-Autochtone
2445030,Potton,1852,73,64,95,84,79,Non-Indigenous Community / Communauté non-Autochtone
2445035,Ayer's Cliff,1047,80,64,97,89,82,Non-Indigenous Community / Communauté non-Autochtone
2445043,Hatley,696,81,69,98,87,84,Non-Indigenous Community / Communauté non-Autochtone
2445050,North Hatley,632,79,77,97,84,84,Non-Indigenous Community / Communauté non-Autochtone
2445055,Hatley,2106,86,74,97,92,87,Non-Indigenous Community / Communauté non-Autochtone
2445060,Sainte-Catherine-de-Hatley,2479,78,67,98,86,82,Non-Indigenous Community / Communauté non-Autochtone
2445072,Magog,26669,75,59,97,87,80,Non-Indigenous Community / Communauté non-Autochtone
2445080,Saint-Benoît-du-Lac,32,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2445085,Austin,1485,85,66,96,84,83,Non-Indigenous Community / Communauté non-Autochtone
2445093,Eastman,1843,84,72,94,83,83,Non-Indigenous Community / Communauté non-Autochtone
2445095,Bolton-Est,940,76,62,94,80,78,Non-Indigenous Community / Communauté non-Autochtone
2445100,Saint-Étienne-de-Bolton,674,76,63,95,84,79,Non-Indigenous Community / Communauté non-Autochtone
2445105,Stukely-Sud,1058,69,55,94,85,76,Non-Indigenous Community / Communauté non-Autochtone
2445115,Orford,4337,85,71,97,87,85,Non-Indigenous Community / Communauté non-Autochtone
2446005,Abercorn,334,88,67,93,83,83,Non-Indigenous Community / Communauté non-Autochtone
2446010,Frelighsburg,1111,81,68,95,86,82,Non-Indigenous Community / Communauté non-Autochtone
2446017,Saint-Armand,1205,75,60,93,88,79,Non-Indigenous Community / Communauté non-Autochtone
2446025,Pike River,517,70,53,99,88,78,Non-Indigenous Community / Communauté non-Autochtone
2446030,Stanbridge Station,274,82,53,98,87,80,Non-Indigenous Community / Communauté non-Autochtone
2446035,Bedford,2560,70,52,95,86,75,Non-Indigenous Community / Communauté non-Autochtone
2446040,Bedford,687,75,53,96,91,79,Non-Indigenous Community / Communauté non-Autochtone
2446045,Stanbridge East,866,74,49,92,90,76,Non-Indigenous Community / Communauté non-Autochtone
2446050,Dunham,3432,73,60,93,89,79,Non-Indigenous Community / Communauté non-Autochtone
2446058,Sutton,4012,80,69,96,85,83,Non-Indigenous Community / Communauté non-Autochtone
2446065,Bolton-Ouest,630,89,67,97,85,85,Non-Indigenous Community / Communauté non-Autochtone
2446070,Brome,296,69,56,96,87,77,Non-Indigenous Community / Communauté non-Autochtone
2446075,Lac-Brome,5495,83,66,94,87,82,Non-Indigenous Community / Communauté non-Autochtone
2446078,Bromont,9041,85,74,97,90,86,Non-Indigenous Community / Communauté non-Autochtone
2446080,Cowansville,13656,71,54,96,85,77,Non-Indigenous Community / Communauté non-Autochtone
2446085,East Farnham,554,75,59,94,90,79,Non-Indigenous Community / Communauté non-Autochtone
2446090,Brigham,2306,73,60,96,88,79,Non-Indigenous Community / Communauté non-Autochtone
2446095,Saint-Ignace-de-Stanbridge,676,74,60,95,87,79,Non-Indigenous Community / Communauté non-Autochtone
2446100,Notre-Dame-de-Stanbridge,668,72,61,91,93,79,Non-Indigenous Community / Communauté non-Autochtone
2446105,Sainte-Sabine,1085,72,56,97,92,79,Non-Indigenous Community / Communauté non-Autochtone
2446112,Farnham,8909,70,49,94,87,75,Non-Indigenous Community / Communauté non-Autochtone
2447010,Saint-Alphonse-de-Granby,3094,73,59,97,92,80,Non-Indigenous Community / Communauté non-Autochtone
2447017,Granby,66222,73,56,97,87,78,Non-Indigenous Community / Communauté non-Autochtone
2447025,Waterloo,4410,68,49,95,83,74,Non-Indigenous Community / Communauté non-Autochtone
2447030,Warden,363,62,49,82,82,69,Non-Indigenous Community / Communauté non-Autochtone
2447035,Shefford,6947,80,65,97,90,83,Non-Indigenous Community / Communauté non-Autochtone
2447040,Saint-Joachim-de-Shefford,1301,72,58,96,91,79,Non-Indigenous Community / Communauté non-Autochtone
2447047,Roxton Pond,3809,73,53,96,90,78,Non-Indigenous Community / Communauté non-Autochtone
2447055,Sainte-Cécile-de-Milton,2160,72,50,94,92,77,Non-Indigenous Community / Communauté non-Autochtone
2448005,Béthanie,322,74,56,86,86,76,Non-Indigenous Community / Communauté non-Autochtone
2448010,Roxton Falls,1305,66,47,97,84,74,Non-Indigenous Community / Communauté non-Autochtone
2448015,Roxton,1086,68,52,97,88,76,Non-Indigenous Community / Communauté non-Autochtone
2448020,Sainte-Christine,730,67,48,98,86,74,Non-Indigenous Community / Communauté non-Autochtone
2448028,Acton Vale,7656,69,49,97,87,75,Non-Indigenous Community / Communauté non-Autochtone
2448038,Upton,2092,69,48,95,92,76,Non-Indigenous Community / Communauté non-Autochtone
2448045,Saint-Théodore-d'Acton,1519,68,46,94,89,74,Non-Indigenous Community / Communauté non-Autochtone
2448050,Saint-Nazaire-d'Acton,884,69,52,94,84,75,Non-Indigenous Community / Communauté non-Autochtone
2449005,Saint-Félix-de-Kingsey,1430,67,44,93,87,73,Non-Indigenous Community / Communauté non-Autochtone
2449015,Durham-Sud,1043,66,54,93,84,74,Non-Indigenous Community / Communauté non-Autochtone
2449020,Lefebvre,904,65,48,94,84,73,Non-Indigenous Community / Communauté non-Autochtone
2449025,L'Avenir,1307,68,49,94,85,74,Non-Indigenous Community / Communauté non-Autochtone
2449030,Saint-Lucien,1647,72,52,94,87,76,Non-Indigenous Community / Communauté non-Autochtone
2449040,Wickham,2541,79,52,97,87,79,Non-Indigenous Community / Communauté non-Autochtone
2449048,Saint-Germain-de-Grantham,4917,72,58,98,90,80,Non-Indigenous Community / Communauté non-Autochtone
2449058,Drummondville,75423,74,57,97,86,79,Non-Indigenous Community / Communauté non-Autochtone
2449070,Saint-Cyrille-de-Wendover,4723,71,54,97,91,78,Non-Indigenous Community / Communauté non-Autochtone
2449075,Notre-Dame-du-Bon-Conseil,1557,72,54,96,88,78,Non-Indigenous Community / Communauté non-Autochtone
2449080,Notre-Dame-du-Bon-Conseil,949,70,45,97,91,76,Non-Indigenous Community / Communauté non-Autochtone
2449085,Sainte-Brigitte-des-Saults,723,77,55,94,90,79,Non-Indigenous Community / Communauté non-Autochtone
2449095,Saint-Majorique-de-Grantham,1388,74,61,98,92,81,Non-Indigenous Community / Communauté non-Autochtone
2449100,Saint-Edmond-de-Grantham,762,71,56,94,91,78,Non-Indigenous Community / Communauté non-Autochtone
2449105,Saint-Eugène,1126,69,54,96,89,77,Non-Indigenous Community / Communauté non-Autochtone
2449113,Saint-Guillaume,1476,69,44,91,86,73,Non-Indigenous Community / Communauté non-Autochtone
2449125,Saint-Bonaventure,1031,70,56,95,89,78,Non-Indigenous Community / Communauté non-Autochtone
2449130,Saint-Pie-de-Guire,450,65,54,97,89,76,Non-Indigenous Community / Communauté non-Autochtone
2450005,Sainte-Eulalie,894,70,53,94,89,77,Non-Indigenous Community / Communauté non-Autochtone
2450013,Aston-Jonction,424,66,54,92,86,74,Non-Indigenous Community / Communauté non-Autochtone
2450023,Saint-Wenceslas,1157,69,54,94,88,77,Non-Indigenous Community / Communauté non-Autochtone
2450030,Saint-Célestin,831,74,57,100,86,79,Non-Indigenous Community / Communauté non-Autochtone
2450035,Saint-Célestin,575,68,56,93,87,76,Non-Indigenous Community / Communauté non-Autochtone
2450042,Saint-Léonard-d'Aston,2331,71,55,95,89,78,Non-Indigenous Community / Communauté non-Autochtone
2450050,Sainte-Perpétue,959,69,46,99,89,76,Non-Indigenous Community / Communauté non-Autochtone
2450057,Sainte-Monique,501,69,55,91,88,76,Non-Indigenous Community / Communauté non-Autochtone
2450065,Grand-Saint-Esprit,476,74,62,96,92,81,Non-Indigenous Community / Communauté non-Autochtone
2450072,Nicolet,8169,75,59,97,88,80,Non-Indigenous Community / Communauté non-Autochtone
2450085,La Visitation-de-Yamaska,327,72,64,97,90,81,Non-Indigenous Community / Communauté non-Autochtone
2450090,Saint-Zéphirin-de-Courval,700,64,51,95,83,74,Non-Indigenous Community / Communauté non-Autochtone
2450095,Saint-Elphège,270,,,,,75,Non-Indigenous Community / Communauté non-Autochtone
2450100,Baie-du-Febvre,988,71,53,97,91,78,Non-Indigenous Community / Communauté non-Autochtone
2450113,Pierreville,2143,69,46,96,79,72,Non-Indigenous Community / Communauté non-Autochtone
2450128,Saint-François-du-Lac,1965,71,51,96,84,76,Non-Indigenous Community / Communauté non-Autochtone
2450802,Odanak,449,65,54,92,84,74,First Nations Community / Communauté des Premières Nations
2451008,Maskinongé,2319,71,48,96,86,75,Non-Indigenous Community / Communauté non-Autochtone
2451015,Louiseville,7152,72,47,97,82,74,Non-Indigenous Community / Communauté non-Autochtone
2451020,Yamachiche,2830,70,49,96,85,75,Non-Indigenous Community / Communauté non-Autochtone
2451025,Saint-Barnabé,1196,72,52,94,88,77,Non-Indigenous Community / Communauté non-Autochtone
2451030,Saint-Sévère,302,74,59,95,96,81,Non-Indigenous Community / Communauté non-Autochtone
2451035,Saint-Léon-le-Grand,928,70,51,96,92,77,Non-Indigenous Community / Communauté non-Autochtone
2451040,Sainte-Ursule,1330,67,47,96,83,73,Non-Indigenous Community / Communauté non-Autochtone
2451045,Saint-Justin,973,71,51,96,80,74,Non-Indigenous Community / Communauté non-Autochtone
2451050,Saint-Édouard-de-Maskinongé,712,67,41,96,86,73,Non-Indigenous Community / Communauté non-Autochtone
2451055,Sainte-Angèle-de-Prémont,596,66,45,97,76,71,Non-Indigenous Community / Communauté non-Autochtone
2451060,Saint-Paulin,1497,66,49,97,85,74,Non-Indigenous Community / Communauté non-Autochtone
2451065,Saint-Alexis-des-Monts,2981,69,44,96,81,73,Non-Indigenous Community / Communauté non-Autochtone
2451070,Saint-Mathieu-du-Parc,1338,77,66,96,83,81,Non-Indigenous Community / Communauté non-Autochtone
2451075,Saint-Élie-de-Caxton,1836,72,56,96,82,77,Non-Indigenous Community / Communauté non-Autochtone
2451080,Charette,953,71,51,95,81,75,Non-Indigenous Community / Communauté non-Autochtone
2451085,Saint-Boniface,4832,75,64,96,87,80,Non-Indigenous Community / Communauté non-Autochtone
2451090,Saint-Étienne-des-Grès,4541,75,61,97,88,80,Non-Indigenous Community / Communauté non-Autochtone
2452007,Lavaltrie,13657,73,54,97,87,78,Non-Indigenous Community / Communauté non-Autochtone
2452017,Lanoraie,4787,76,58,97,86,79,Non-Indigenous Community / Communauté non-Autochtone
2452030,Sainte-Élisabeth,1459,73,54,95,89,78,Non-Indigenous Community / Communauté non-Autochtone
2452035,Berthierville,4189,69,46,96,84,74,Non-Indigenous Community / Communauté non-Autochtone
2452040,Sainte-Geneviève-de-Berthier,2280,75,54,98,86,78,Non-Indigenous Community / Communauté non-Autochtone
2452045,Saint-Ignace-de-Loyola,2049,74,56,97,88,79,Non-Indigenous Community / Communauté non-Autochtone
2452050,La Visitation-de-l'Île-Dupas,626,76,57,97,91,80,Non-Indigenous Community / Communauté non-Autochtone
2452055,Saint-Barthélemy,1934,70,46,96,81,73,Non-Indigenous Community / Communauté non-Autochtone
2452062,Saint-Cuthbert,1862,69,49,93,81,73,Non-Indigenous Community / Communauté non-Autochtone
2452070,Saint-Norbert,1003,69,50,94,83,74,Non-Indigenous Community / Communauté non-Autochtone
2452075,Saint-Cléophas-de-Brandon,227,,,,,73,Non-Indigenous Community / Communauté non-Autochtone
2452080,Saint-Gabriel,2640,65,48,95,79,72,Non-Indigenous Community / Communauté non-Autochtone
2452085,Saint-Gabriel-de-Brandon,2635,70,54,98,81,76,Non-Indigenous Community / Communauté non-Autochtone
2452090,Saint-Didace,652,70,58,95,78,75,Non-Indigenous Community / Communauté non-Autochtone
2452095,Mandeville,2189,70,49,94,82,74,Non-Indigenous Community / Communauté non-Autochtone
2453005,Saint-David,817,66,47,96,86,74,Non-Indigenous Community / Communauté non-Autochtone
2453010,Massueville,529,66,47,94,85,73,Non-Indigenous Community / Communauté non-Autochtone
2453015,Saint-Aimé,461,72,51,97,92,78,Non-Indigenous Community / Communauté non-Autochtone
2453020,Saint-Robert,1803,73,50,97,87,76,Non-Indigenous Community / Communauté non-Autochtone
2453025,Sainte-Victoire-de-Sorel,2461,77,58,96,87,80,Non-Indigenous Community / Communauté non-Autochtone
2453032,Saint-Ours,1669,77,59,97,85,80,Non-Indigenous Community / Communauté non-Autochtone
2453040,Saint-Roch-de-Richelieu,2188,74,54,96,88,78,Non-Indigenous Community / Communauté non-Autochtone
2453050,Saint-Joseph-de-Sorel,1642,64,44,92,73,68,Non-Indigenous Community / Communauté non-Autochtone
2453052,Sorel-Tracy,34755,75,55,97,83,77,Non-Indigenous Community / Communauté non-Autochtone
2453065,Sainte-Anne-de-Sorel,2771,85,61,98,87,83,Non-Indigenous Community / Communauté non-Autochtone
2453072,Yamaska,1687,70,50,95,86,75,Non-Indigenous Community / Communauté non-Autochtone
2453085,Saint-Gérard-Majella,242,,,,,65,Non-Indigenous Community / Communauté non-Autochtone
2454008,Saint-Pie,5607,73,52,97,89,78,Non-Indigenous Community / Communauté non-Autochtone
2454017,Saint-Damase,2473,78,53,98,93,80,Non-Indigenous Community / Communauté non-Autochtone
2454025,Sainte-Madeleine,2233,75,53,98,90,79,Non-Indigenous Community / Communauté non-Autochtone
2454030,Sainte-Marie-Madeleine,2892,76,58,96,92,80,Non-Indigenous Community / Communauté non-Autochtone
2454035,La Présentation,2540,75,57,97,91,80,Non-Indigenous Community / Communauté non-Autochtone
2454048,Saint-Hyacinthe,55648,75,56,96,87,78,Non-Indigenous Community / Communauté non-Autochtone
2454060,Saint-Dominique,2553,71,52,98,91,78,Non-Indigenous Community / Communauté non-Autochtone
2454065,Saint-Valérien-de-Milton,1793,70,52,95,90,77,Non-Indigenous Community / Communauté non-Autochtone
2454072,Saint-Liboire,3062,72,56,98,91,79,Non-Indigenous Community / Communauté non-Autochtone
2454090,Saint-Simon,1413,74,61,97,92,81,Non-Indigenous Community / Communauté non-Autochtone
2454095,Sainte-Hélène-de-Bagot,1688,70,50,98,91,77,Non-Indigenous Community / Communauté non-Autochtone
2454100,Saint-Hugues,1327,73,54,95,90,78,Non-Indigenous Community / Communauté non-Autochtone
2454105,Saint-Barnabé-Sud,861,74,52,95,86,77,Non-Indigenous Community / Communauté non-Autochtone
2454110,Saint-Jude,1214,67,51,92,89,75,Non-Indigenous Community / Communauté non-Autochtone
2454115,Saint-Bernard-de-Michaudville,586,70,47,96,91,76,Non-Indigenous Community / Communauté non-Autochtone
2454120,Saint-Louis,712,74,42,93,80,72,Non-Indigenous Community / Communauté non-Autochtone
2454125,Saint-Marcel-de-Richelieu,497,65,43,91,82,70,Non-Indigenous Community / Communauté non-Autochtone
2455008,Ange-Gardien,2699,72,56,98,90,79,Non-Indigenous Community / Communauté non-Autochtone
2455015,Saint-Paul-d'Abbotsford,2890,75,53,97,90,79,Non-Indigenous Community / Communauté non-Autochtone
2455023,Saint-Césaire,5877,73,53,96,90,78,Non-Indigenous Community / Communauté non-Autochtone
2455030,Sainte-Angèle-de-Monnoir,1823,71,54,95,91,78,Non-Indigenous Community / Communauté non-Autochtone
2455037,Rougemont,2755,77,57,97,92,81,Non-Indigenous Community / Communauté non-Autochtone
2455048,Marieville,10725,74,56,97,91,79,Non-Indigenous Community / Communauté non-Autochtone
2455057,Richelieu,5236,78,60,97,90,81,Non-Indigenous Community / Communauté non-Autochtone
2455065,Saint-Mathias-sur-Richelieu,4531,78,58,97,90,81,Non-Indigenous Community / Communauté non-Autochtone
2456005,Venise-en-Québec,1634,76,53,96,80,76,Non-Indigenous Community / Communauté non-Autochtone
2456010,Saint-Georges-de-Clarenceville,1103,72,50,94,85,75,Non-Indigenous Community / Communauté non-Autochtone
2456015,Noyan,1392,69,52,96,84,75,Non-Indigenous Community / Communauté non-Autochtone
2456023,Lacolle,2596,71,53,92,86,76,Non-Indigenous Community / Communauté non-Autochtone
2456030,Saint-Valentin,447,67,46,93,88,74,Non-Indigenous Community / Communauté non-Autochtone
2456035,Saint-Paul-de-l'Île-aux-Noix,1980,74,53,96,88,78,Non-Indigenous Community / Communauté non-Autochtone
2456042,Henryville,1406,71,56,93,88,77,Non-Indigenous Community / Communauté non-Autochtone
2456050,Saint-Sébastien,718,66,49,94,89,75,Non-Indigenous Community / Communauté non-Autochtone
2456055,Saint-Alexandre,2469,71,55,96,90,78,Non-Indigenous Community / Communauté non-Autochtone
2456060,Sainte-Anne-de-Sabrevois,2039,73,52,98,88,78,Non-Indigenous Community / Communauté non-Autochtone
2456065,Saint-Blaise-sur-Richelieu,2066,72,57,92,90,78,Non-Indigenous Community / Communauté non-Autochtone
2456083,Saint-Jean-sur-Richelieu,95114,76,59,97,88,80,Non-Indigenous Community / Communauté non-Autochtone
2456097,Mont-Saint-Grégoire,3077,74,59,97,88,79,Non-Indigenous Community / Communauté non-Autochtone
2456105,Sainte-Brigide-d'Iberville,1402,73,59,96,91,80,Non-Indigenous Community / Communauté non-Autochtone
2457005,Chambly,29120,80,68,98,92,84,Non-Indigenous Community / Communauté non-Autochtone
2457010,Carignan,9462,84,66,98,92,85,Non-Indigenous Community / Communauté non-Autochtone
2457020,Saint-Basile-le-Grand,17059,81,70,98,92,85,Non-Indigenous Community / Communauté non-Autochtone
2457025,McMasterville,5698,77,67,97,91,83,Non-Indigenous Community / Communauté non-Autochtone
2457030,Otterburn Park,8421,80,71,97,91,85,Non-Indigenous Community / Communauté non-Autochtone
2457033,Saint-Jean-Baptiste,3107,74,50,98,90,78,Non-Indigenous Community / Communauté non-Autochtone
2457035,Mont-Saint-Hilaire,18585,87,73,98,90,87,Non-Indigenous Community / Communauté non-Autochtone
2457040,Beloeil,22458,80,66,98,92,84,Non-Indigenous Community / Communauté non-Autochtone
2457045,Saint-Mathieu-de-Beloeil,2619,84,64,98,92,85,Non-Indigenous Community / Communauté non-Autochtone
2457050,Saint-Marc-sur-Richelieu,2172,80,64,95,92,83,Non-Indigenous Community / Communauté non-Autochtone
2457057,Saint-Charles-sur-Richelieu,1717,83,63,96,91,83,Non-Indigenous Community / Communauté non-Autochtone
2457068,Saint-Denis-sur-Richelieu,2308,75,57,95,89,79,Non-Indigenous Community / Communauté non-Autochtone
2457075,Saint-Antoine-sur-Richelieu,1694,78,62,96,90,82,Non-Indigenous Community / Communauté non-Autochtone
2458007,Brossard,85721,78,71,95,87,83,Non-Indigenous Community / Communauté non-Autochtone
2458012,Saint-Lambert,21861,94,81,95,88,90,Non-Indigenous Community / Communauté non-Autochtone
2458033,Boucherville,41671,90,76,98,90,88,Non-Indigenous Community / Communauté non-Autochtone
2458037,Saint-Bruno-de-Montarville,26394,89,76,96,90,88,Non-Indigenous Community / Communauté non-Autochtone
2458227,Longueuil,239700,76,62,95,87,80,Non-Indigenous Community / Communauté non-Autochtone
2459010,Sainte-Julie,29881,83,69,98,92,86,Non-Indigenous Community / Communauté non-Autochtone
2459015,Saint-Amable,12167,73,53,97,92,79,Non-Indigenous Community / Communauté non-Autochtone
2459020,Varennes,21257,82,67,98,92,85,Non-Indigenous Community / Communauté non-Autochtone
2459025,Verchères,5835,78,62,97,90,82,Non-Indigenous Community / Communauté non-Autochtone
2459030,Calixa-Lavallée,523,79,60,95,92,81,Non-Indigenous Community / Communauté non-Autochtone
2459035,Contrecoeur,7887,77,59,98,88,80,Non-Indigenous Community / Communauté non-Autochtone
2460005,Charlemagne,5913,75,57,98,86,79,Non-Indigenous Community / Communauté non-Autochtone
2460013,Repentigny,84285,78,63,97,89,82,Non-Indigenous Community / Communauté non-Autochtone
2460020,Saint-Sulpice,3439,77,58,98,90,81,Non-Indigenous Community / Communauté non-Autochtone
2460028,L'Assomption,22429,76,60,97,89,80,Non-Indigenous Community / Communauté non-Autochtone
2460035,L'Épiphanie,5493,71,52,98,88,77,Non-Indigenous Community / Communauté non-Autochtone
2460040,L'Épiphanie,3200,72,54,95,87,77,Non-Indigenous Community / Communauté non-Autochtone
2461005,Saint-Paul,5891,73,57,96,88,79,Non-Indigenous Community / Communauté non-Autochtone
2461013,Crabtree,3958,72,58,95,84,77,Non-Indigenous Community / Communauté non-Autochtone
2461020,Saint-Pierre,276,72,51,100,83,77,Non-Indigenous Community / Communauté non-Autochtone
2461025,Joliette,20484,71,55,95,79,75,Non-Indigenous Community / Communauté non-Autochtone
2461027,Saint-Thomas,3249,74,54,98,89,79,Non-Indigenous Community / Communauté non-Autochtone
2461030,Notre-Dame-des-Prairies,9273,76,60,98,87,80,Non-Indigenous Community / Communauté non-Autochtone
2461035,Saint-Charles-Borromée,13791,76,61,99,86,80,Non-Indigenous Community / Communauté non-Autochtone
2461040,Saint-Ambroise-de-Kildare,3856,73,58,97,90,79,Non-Indigenous Community / Communauté non-Autochtone
2461045,Notre-Dame-de-Lourdes,2783,70,52,96,88,77,Non-Indigenous Community / Communauté non-Autochtone
2461050,Sainte-Mélanie,2989,75,58,97,88,80,Non-Indigenous Community / Communauté non-Autochtone
2462007,Saint-Félix-de-Valois,6305,72,53,97,86,77,Non-Indigenous Community / Communauté non-Autochtone
2462015,Saint-Jean-de-Matha,4450,72,53,97,82,76,Non-Indigenous Community / Communauté non-Autochtone
2462020,Sainte-Béatrix,1955,72,58,96,78,76,Non-Indigenous Community / Communauté non-Autochtone
2462025,Saint-Alphonse-Rodriguez,3162,72,56,96,76,75,Non-Indigenous Community / Communauté non-Autochtone
2462030,Sainte-Marcelline-de-Kildare,1594,73,60,95,84,78,Non-Indigenous Community / Communauté non-Autochtone
2462037,Rawdon,11057,71,55,95,82,76,Non-Indigenous Community / Communauté non-Autochtone
2462047,Chertsey,4696,70,51,94,78,73,Non-Indigenous Community / Communauté non-Autochtone
2462053,Entrelacs,928,71,53,94,77,74,Non-Indigenous Community / Communauté non-Autochtone
2462055,Notre-Dame-de-la-Merci,905,77,50,97,74,75,Non-Indigenous Community / Communauté non-Autochtone
2462060,Saint-Donat,3888,78,61,98,80,79,Non-Indigenous Community / Communauté non-Autochtone
2462065,Saint-Côme,2193,73,48,96,81,74,Non-Indigenous Community / Communauté non-Autochtone
2462070,Sainte-Émélie-de-l'Énergie,1567,66,49,92,75,70,Non-Indigenous Community / Communauté non-Autochtone
2462075,Saint-Damien,2094,71,55,94,80,75,Non-Indigenous Community / Communauté non-Autochtone
2462080,Saint-Zénon,1120,72,51,97,78,74,Non-Indigenous Community / Communauté non-Autochtone
2462085,Saint-Michel-des-Saints,2359,70,50,97,80,74,Non-Indigenous Community / Communauté non-Autochtone
2462802,Manawan,2060,44,29,58,63,49,First Nations Community / Communauté des Premières Nations
2462902,Lac-Minaki,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462904,Lac-Devenyns,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462906,Baie-de-la-Bouteille,5,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462908,Lac-Matawin,10,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462910,Lac-Legendre,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462912,Saint-Guillaume-Nord,87,,,,,77,Non-Indigenous Community / Communauté non-Autochtone
2462914,Lac-des-Dix-Milles,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462916,Lac-Santé,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462918,Baie-Obaoca,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462919,Lac-Cabasta,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462920,Baie-Atibenne,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2462922,Lac-du-Taureau,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2463005,Sainte-Marie-Salomé,1209,71,55,95,89,78,Non-Indigenous Community / Communauté non-Autochtone
2463013,Saint-Jacques,3971,71,51,97,87,77,Non-Indigenous Community / Communauté non-Autochtone
2463023,Saint-Alexis,1308,71,55,96,87,77,Non-Indigenous Community / Communauté non-Autochtone
2463030,Saint-Esprit,1967,72,54,94,89,77,Non-Indigenous Community / Communauté non-Autochtone
2463035,Saint-Roch-de-l'Achigan,5147,73,51,95,88,77,Non-Indigenous Community / Communauté non-Autochtone
2463040,Saint-Roch-Ouest,266,73,56,94,87,77,Non-Indigenous Community / Communauté non-Autochtone
2463048,Saint-Lin--Laurentides,20786,69,48,96,87,75,Non-Indigenous Community / Communauté non-Autochtone
2463055,Saint-Calixte,6046,67,47,92,80,72,Non-Indigenous Community / Communauté non-Autochtone
2463060,Sainte-Julienne,9953,70,48,95,85,75,Non-Indigenous Community / Communauté non-Autochtone
2463065,Saint-Liguori,1943,75,56,95,88,79,Non-Indigenous Community / Communauté non-Autochtone
2464008,Terrebonne,111575,77,61,97,90,81,Non-Indigenous Community / Communauté non-Autochtone
2464015,Mascouche,46692,77,61,97,91,82,Non-Indigenous Community / Communauté non-Autochtone
2465005,Laval,422993,76,64,96,88,81,Non-Indigenous Community / Communauté non-Autochtone
2466007,Montréal-Est,3850,70,51,92,86,75,Non-Indigenous Community / Communauté non-Autochtone
2466023,Montréal,1704694,75,68,92,85,80,Non-Indigenous Community / Communauté non-Autochtone
2466032,Westmount,20312,100,88,95,85,92,Non-Indigenous Community / Communauté non-Autochtone
2466047,Montréal-Ouest,5050,93,84,95,88,90,Non-Indigenous Community / Communauté non-Autochtone
2466058,Côte-Saint-Luc,32448,82,76,92,84,83,Non-Indigenous Community / Communauté non-Autochtone
2466062,Hampstead,6973,100,85,95,86,91,Non-Indigenous Community / Communauté non-Autochtone
2466072,Mont-Royal,20276,100,86,94,88,92,Non-Indigenous Community / Communauté non-Autochtone
